order_details_id,order_id,order_date,order_time,item_id
161,69,01-01-2023,22:12,101
162,70,02-01-2023,11:38,127
163,70,02-01-2023,11:38,121
164,71,02-01-2023,11:40,106
165,72,02-01-2023,11:57,131
166,73,02-01-2023,11:58,106
167,74,02-01-2023,12:01,124
168,74,02-01-2023,12:01,129
169,74,02-01-2023,12:01,130
170,74,02-01-2023,12:01,123
171,75,02-01-2023,12:10,117
172,75,02-01-2023,12:10,128
173,75,02-01-2023,12:10,111
174,76,02-01-2023,12:21,107
175,76,02-01-2023,12:21,109
176,76,02-01-2023,12:21,127
177,76,02-01-2023,12:21,122
178,77,02-01-2023,12:22,101
179,77,02-01-2023,12:22,109
180,78,02-01-2023,12:28,107
181,78,02-01-2023,12:28,108
182,78,02-01-2023,12:28,125
183,78,02-01-2023,12:28,110
184,78,02-01-2023,12:28,122
185,78,02-01-2023,12:28,106
186,79,02-01-2023,12:29,110
187,79,02-01-2023,12:29,112
188,79,02-01-2023,12:29,106
189,80,02-01-2023,12:35,113
190,80,02-01-2023,12:35,106
191,81,02-01-2023,12:40,106
192,82,02-01-2023,12:45,107
193,82,02-01-2023,12:45,102
194,82,02-01-2023,12:45,122
195,82,02-01-2023,12:45,132
196,83,02-01-2023,12:53,105
197,84,02-01-2023,13:13,113
198,85,02-01-2023,13:34,108
199,85,02-01-2023,13:34,108
200,85,02-01-2023,13:34,117
201,85,02-01-2023,13:34,114
202,86,02-01-2023,13:40,109
203,87,02-01-2023,14:01,110
204,87,02-01-2023,14:01,129
205,87,02-01-2023,14:01,123
206,87,02-01-2023,14:01,123
207,88,02-01-2023,14:10,124
208,89,02-01-2023,14:30,121
209,89,02-01-2023,14:30,106
210,90,02-01-2023,15:08,120
211,90,02-01-2023,15:08,106
212,91,02-01-2023,15:14,101
213,91,02-01-2023,15:14,104
214,91,02-01-2023,15:14,113
215,92,02-01-2023,15:17,101
216,92,02-01-2023,15:17,117
217,92,02-01-2023,15:17,117
218,92,02-01-2023,15:17,127
219,92,02-01-2023,15:17,113
220,92,02-01-2023,15:17,118
221,92,02-01-2023,15:17,131
222,92,02-01-2023,15:17,123
223,92,02-01-2023,15:17,114
224,93,02-01-2023,15:29,120
225,94,02-01-2023,16:17,110
226,94,02-01-2023,16:17,105
227,95,02-01-2023,16:18,111
228,95,02-01-2023,16:18,118
229,96,02-01-2023,16:21,111
230,97,02-01-2023,16:45,107
231,98,02-01-2023,17:18,108
232,98,02-01-2023,17:18,111
233,99,02-01-2023,17:45,117
234,100,02-01-2023,17:46,109
235,101,02-01-2023,17:51,102
236,101,02-01-2023,17:51,113
237,101,02-01-2023,17:51,121
238,101,02-01-2023,17:51,122
239,102,02-01-2023,17:54,101
240,102,02-01-2023,17:54,119
241,103,02-01-2023,18:02,123
242,104,02-01-2023,18:02,101
243,104,02-01-2023,18:02,103
244,104,02-01-2023,18:02,127
245,104,02-01-2023,18:02,132
246,105,02-01-2023,18:12,109
247,105,02-01-2023,18:12,113
248,105,02-01-2023,18:12,119
249,106,02-01-2023,18:12,129
250,106,02-01-2023,18:12,122
251,107,02-01-2023,18:25,102
252,107,02-01-2023,18:25,117
253,107,02-01-2023,18:25,122
254,107,02-01-2023,18:25,132
255,108,02-01-2023,18:25,108
256,108,02-01-2023,18:25,109
257,108,02-01-2023,18:25,123
258,109,02-01-2023,18:27,110
259,109,02-01-2023,18:27,117
260,109,02-01-2023,18:27,113
261,109,02-01-2023,18:27,119
262,110,02-01-2023,18:36,107
263,110,02-01-2023,18:36,111
264,110,02-01-2023,18:36,121
265,110,02-01-2023,18:36,122
266,111,02-01-2023,18:38,102
267,111,02-01-2023,18:38,124
268,111,02-01-2023,18:38,113
269,111,02-01-2023,18:38,130
270,112,02-01-2023,18:41,113
271,113,02-01-2023,18:50,102
272,113,02-01-2023,18:50,129
273,113,02-01-2023,18:50,105
274,114,02-01-2023,18:59,113
275,114,02-01-2023,18:59,120
276,115,02-01-2023,19:05,107
277,115,02-01-2023,19:05,111
278,115,02-01-2023,19:05,106
279,116,02-01-2023,19:18,124
280,117,02-01-2023,19:23,118
281,117,02-01-2023,19:23,120
282,118,02-01-2023,19:26,119
283,118,02-01-2023,19:26,131
284,119,02-01-2023,19:32,125
285,120,02-01-2023,19:35,108
286,120,02-01-2023,19:35,109
287,120,02-01-2023,19:35,131
288,121,02-01-2023,19:38,101
289,121,02-01-2023,19:38,125
290,121,02-01-2023,19:38,120
291,121,02-01-2023,19:38,105
292,122,02-01-2023,19:50,117
293,123,02-01-2023,20:12,110
294,124,02-01-2023,20:12,101
295,124,02-01-2023,20:12,120
296,124,02-01-2023,20:12,122
297,124,02-01-2023,20:12,114
298,125,02-01-2023,20:31,0
299,126,02-01-2023,20:53,132
300,127,02-01-2023,20:58,113
301,128,02-01-2023,21:05,122
302,129,02-01-2023,21:13,107
303,129,02-01-2023,21:13,114
304,130,02-01-2023,21:14,109
305,130,02-01-2023,21:14,110
306,130,02-01-2023,21:14,129
307,130,02-01-2023,21:14,105
308,131,02-01-2023,21:33,104
309,131,02-01-2023,21:33,124
310,131,02-01-2023,21:33,126
311,131,02-01-2023,21:33,123
312,132,02-01-2023,21:42,113
313,133,02-01-2023,22:00,101
314,133,02-01-2023,22:00,109
315,133,02-01-2023,22:00,114
316,134,02-01-2023,22:13,107
317,134,02-01-2023,22:13,105
318,134,02-01-2023,22:13,123
319,135,02-01-2023,22:29,132
320,136,02-01-2023,22:32,124
321,136,02-01-2023,22:32,118
322,137,03-01-2023,11:34,128
323,137,03-01-2023,11:34,113
324,137,03-01-2023,11:34,122
325,138,03-01-2023,11:44,102
326,138,03-01-2023,11:44,125
327,138,03-01-2023,11:44,127
328,138,03-01-2023,11:44,120
329,139,03-01-2023,11:57,124
330,140,03-01-2023,12:26,119
331,140,03-01-2023,12:26,132
332,141,03-01-2023,13:16,108
333,142,03-01-2023,13:33,126
334,143,03-01-2023,13:41,102
335,143,03-01-2023,13:41,108
336,143,03-01-2023,13:41,109
337,143,03-01-2023,13:41,129
338,143,03-01-2023,13:41,113
339,143,03-01-2023,13:41,119
340,143,03-01-2023,13:41,106
341,143,03-01-2023,13:41,132
342,144,03-01-2023,13:44,101
343,144,03-01-2023,13:44,107
344,144,03-01-2023,13:44,102
345,144,03-01-2023,13:44,104
346,144,03-01-2023,13:44,124
347,144,03-01-2023,13:44,125
348,144,03-01-2023,13:44,112
349,144,03-01-2023,13:44,105
350,144,03-01-2023,13:44,105
351,144,03-01-2023,13:44,122
352,144,03-01-2023,13:44,106
353,144,03-01-2023,13:44,132
354,145,03-01-2023,13:53,114
355,146,03-01-2023,14:22,102
356,146,03-01-2023,14:22,125
357,146,03-01-2023,14:22,109
358,147,03-01-2023,14:32,0
359,148,03-01-2023,14:40,128
360,149,03-01-2023,14:48,131
361,150,03-01-2023,14:49,113
362,151,03-01-2023,15:09,105
363,151,03-01-2023,15:09,123
364,152,03-01-2023,15:09,109
365,152,03-01-2023,15:09,131
366,152,03-01-2023,15:09,106
367,152,03-01-2023,15:09,114
368,153,03-01-2023,15:16,129
369,154,03-01-2023,15:22,119
370,155,03-01-2023,15:28,104
371,155,03-01-2023,15:28,111
372,155,03-01-2023,15:28,113
373,155,03-01-2023,15:28,118
374,156,03-01-2023,15:42,111
375,156,03-01-2023,15:42,106
376,157,03-01-2023,15:43,117
377,157,03-01-2023,15:43,128
378,157,03-01-2023,15:43,120
379,157,03-01-2023,15:43,130
380,158,03-01-2023,15:54,127
381,158,03-01-2023,15:54,106
382,159,03-01-2023,15:59,125
383,159,03-01-2023,15:59,106
384,160,03-01-2023,16:35,108
385,161,03-01-2023,16:43,109
386,161,03-01-2023,16:43,122
387,161,03-01-2023,16:43,0
388,162,03-01-2023,16:51,107
389,163,03-01-2023,16:54,109
390,163,03-01-2023,16:54,113
391,163,03-01-2023,16:54,114
392,164,03-01-2023,16:56,102
393,164,03-01-2023,16:56,113
394,165,03-01-2023,16:57,119
395,166,03-01-2023,16:58,119
396,167,03-01-2023,17:00,101
397,167,03-01-2023,17:00,117
398,167,03-01-2023,17:00,113
399,168,03-01-2023,17:02,107
400,168,03-01-2023,17:02,132
401,169,03-01-2023,17:15,125
402,169,03-01-2023,17:15,110
403,169,03-01-2023,17:15,120
404,170,03-01-2023,17:21,109
405,171,03-01-2023,17:23,111
406,172,03-01-2023,17:29,111
407,172,03-01-2023,17:29,123
408,172,03-01-2023,17:29,106
409,173,03-01-2023,17:35,102
410,173,03-01-2023,17:35,108
411,173,03-01-2023,17:35,132
412,174,03-01-2023,17:37,107
413,174,03-01-2023,17:37,102
414,174,03-01-2023,17:37,102
415,174,03-01-2023,17:37,110
416,175,03-01-2023,17:50,117
417,176,03-01-2023,17:51,102
418,176,03-01-2023,17:51,118
419,177,03-01-2023,17:54,111
420,177,03-01-2023,17:54,106
421,178,03-01-2023,18:15,118
422,179,03-01-2023,18:20,109
423,179,03-01-2023,18:20,120
424,179,03-01-2023,18:20,132
425,180,03-01-2023,18:33,108
426,180,03-01-2023,18:33,119
427,181,03-01-2023,18:49,129
428,182,03-01-2023,18:50,115
429,182,03-01-2023,18:50,118
430,183,03-01-2023,18:54,111
431,183,03-01-2023,18:54,130
432,183,03-01-2023,18:54,130
433,184,03-01-2023,18:59,109
434,185,03-01-2023,19:08,120
435,185,03-01-2023,19:08,130
436,186,03-01-2023,19:36,129
437,186,03-01-2023,19:36,105
438,186,03-01-2023,19:36,130
439,186,03-01-2023,19:36,106
440,187,03-01-2023,19:37,124
441,187,03-01-2023,19:37,130
442,188,03-01-2023,20:08,124
443,188,03-01-2023,20:08,113
444,188,03-01-2023,20:08,118
445,189,03-01-2023,20:12,107
446,189,03-01-2023,20:12,106
447,190,03-01-2023,20:14,101
448,190,03-01-2023,20:14,125
449,190,03-01-2023,20:14,112
450,190,03-01-2023,20:14,119
451,191,03-01-2023,20:24,102
452,191,03-01-2023,20:24,103
453,192,03-01-2023,20:30,120
454,192,03-01-2023,20:30,105
455,193,03-01-2023,20:55,107
456,193,03-01-2023,20:55,102
457,193,03-01-2023,20:55,103
458,194,03-01-2023,21:21,101
459,195,03-01-2023,21:25,101
460,196,03-01-2023,21:40,120
461,196,03-01-2023,21:40,122
462,196,03-01-2023,21:40,132
463,197,03-01-2023,21:47,125
464,197,03-01-2023,21:47,110
465,197,03-01-2023,21:47,127
466,197,03-01-2023,21:47,121
467,198,03-01-2023,21:55,107
468,198,03-01-2023,21:55,103
469,199,03-01-2023,22:10,103
470,200,03-01-2023,22:24,0
471,201,03-01-2023,22:29,116
472,201,03-01-2023,22:29,104
473,201,03-01-2023,22:29,117
474,201,03-01-2023,22:29,0
475,202,03-01-2023,22:50,102
476,203,04-01-2023,11:30,102
477,203,04-01-2023,11:30,127
478,203,04-01-2023,11:30,112
479,203,04-01-2023,11:30,114
480,204,04-01-2023,11:36,122
481,205,04-01-2023,11:43,102
482,205,04-01-2023,11:43,103
483,205,04-01-2023,11:43,119
484,206,04-01-2023,11:45,111
485,206,04-01-2023,11:45,113
486,206,04-01-2023,11:45,122
487,207,04-01-2023,12:03,122
488,208,04-01-2023,12:12,101
489,208,04-01-2023,12:12,101
490,208,04-01-2023,12:12,103
491,208,04-01-2023,12:12,113
492,208,04-01-2023,12:12,114
493,209,04-01-2023,12:29,102
494,210,04-01-2023,12:34,131
495,211,04-01-2023,12:54,113
496,212,04-01-2023,13:16,110
497,213,04-01-2023,13:20,125
498,214,04-01-2023,13:39,110
499,214,04-01-2023,13:39,117
500,214,04-01-2023,13:39,129
501,214,04-01-2023,13:39,130
502,215,04-01-2023,13:44,126
503,216,04-01-2023,14:31,101
504,216,04-01-2023,14:31,124
505,216,04-01-2023,14:31,109
506,217,04-01-2023,14:35,108
507,217,04-01-2023,14:35,131
508,218,04-01-2023,14:35,122
509,219,04-01-2023,14:42,101
510,219,04-01-2023,14:42,124
511,219,04-01-2023,14:42,118
512,219,04-01-2023,14:42,131
513,220,04-01-2023,15:31,109
514,220,04-01-2023,15:31,110
515,220,04-01-2023,15:31,111
516,220,04-01-2023,15:31,122
517,221,04-01-2023,15:33,124
518,221,04-01-2023,15:33,119
519,221,04-01-2023,15:33,114
520,222,04-01-2023,15:46,125
521,222,04-01-2023,15:46,120
522,223,04-01-2023,16:08,112
523,224,04-01-2023,16:39,103
524,224,04-01-2023,16:39,117
525,224,04-01-2023,16:39,111
526,224,04-01-2023,16:39,106
527,225,04-01-2023,16:41,101
528,225,04-01-2023,16:41,101
529,225,04-01-2023,16:41,105
530,226,04-01-2023,16:59,108
531,227,04-01-2023,17:24,101
532,227,04-01-2023,17:24,114
533,228,04-01-2023,17:31,127
534,229,04-01-2023,17:37,127
535,229,04-01-2023,17:37,119
536,229,04-01-2023,17:37,130
537,230,04-01-2023,17:58,106
538,231,04-01-2023,18:04,102
539,231,04-01-2023,18:04,111
540,231,04-01-2023,18:04,119
541,232,04-01-2023,18:21,101
542,232,04-01-2023,18:21,123
543,233,04-01-2023,18:26,131
544,234,04-01-2023,18:36,103
545,234,04-01-2023,18:36,117
546,234,04-01-2023,18:36,111
547,235,04-01-2023,18:51,102
548,236,04-01-2023,19:21,108
549,236,04-01-2023,19:21,126
550,237,04-01-2023,19:27,126
551,238,04-01-2023,19:45,130
552,239,04-01-2023,19:57,117
553,239,04-01-2023,19:57,106
554,240,04-01-2023,20:10,125
555,241,04-01-2023,20:11,120
556,241,04-01-2023,20:11,123
557,242,04-01-2023,20:15,116
558,242,04-01-2023,20:15,106
559,242,04-01-2023,20:15,132
560,243,04-01-2023,20:26,108
561,243,04-01-2023,20:26,123
562,244,04-01-2023,20:26,117
563,244,04-01-2023,20:26,122
564,245,04-01-2023,20:28,101
565,245,04-01-2023,20:28,104
566,246,04-01-2023,20:30,103
567,246,04-01-2023,20:30,113
568,247,04-01-2023,20:55,109
569,247,04-01-2023,20:55,120
570,247,04-01-2023,20:55,123
571,248,04-01-2023,20:58,109
572,248,04-01-2023,20:58,106
573,249,04-01-2023,21:06,101
574,249,04-01-2023,21:06,116
575,250,04-01-2023,21:07,125
576,251,04-01-2023,21:10,129
577,252,04-01-2023,22:13,119
578,253,04-01-2023,22:16,115
579,254,04-01-2023,22:22,101
580,254,04-01-2023,22:22,115
581,254,04-01-2023,22:22,124
582,255,05-01-2023,11:23,124
583,255,05-01-2023,11:23,126
584,255,05-01-2023,11:23,109
585,255,05-01-2023,11:23,131
586,256,05-01-2023,11:56,112
587,257,05-01-2023,11:59,102
588,257,05-01-2023,11:59,103
589,258,05-01-2023,11:59,108
590,259,05-01-2023,12:04,113
591,260,05-01-2023,12:06,124
592,260,05-01-2023,12:06,114
593,261,05-01-2023,12:38,115
594,262,05-01-2023,12:42,102
595,263,05-01-2023,12:57,130
596,264,05-01-2023,13:03,129
597,265,05-01-2023,13:04,103
598,265,05-01-2023,13:04,129
599,265,05-01-2023,13:04,120
600,265,05-01-2023,13:04,122
601,266,05-01-2023,13:09,118
602,267,05-01-2023,13:37,125
603,267,05-01-2023,13:37,128
604,267,05-01-2023,13:37,111
605,268,05-01-2023,13:40,117
606,268,05-01-2023,13:40,113
607,269,05-01-2023,13:49,103
608,270,05-01-2023,14:09,105
609,270,05-01-2023,14:09,130
610,270,05-01-2023,14:09,106
611,271,05-01-2023,14:22,107
612,271,05-01-2023,14:22,102
613,271,05-01-2023,14:22,103
614,271,05-01-2023,14:22,104
615,271,05-01-2023,14:22,108
616,271,05-01-2023,14:22,117
617,271,05-01-2023,14:22,120
618,271,05-01-2023,14:22,121
619,271,05-01-2023,14:22,105
620,271,05-01-2023,14:22,114
621,272,05-01-2023,14:24,117
622,273,05-01-2023,14:28,121
623,274,05-01-2023,14:36,125
624,274,05-01-2023,14:36,106
625,275,05-01-2023,14:38,108
626,275,05-01-2023,14:38,124
627,275,05-01-2023,14:38,113
628,275,05-01-2023,14:38,120
629,276,05-01-2023,15:18,124
630,276,05-01-2023,15:18,122
631,277,05-01-2023,15:41,125
632,278,05-01-2023,15:49,127
633,278,05-01-2023,15:49,105
634,279,05-01-2023,16:07,102
635,279,05-01-2023,16:07,103
636,280,05-01-2023,16:20,119
637,280,05-01-2023,16:20,132
638,281,05-01-2023,16:33,120
639,282,05-01-2023,16:49,108
640,282,05-01-2023,16:49,124
641,282,05-01-2023,16:49,118
642,282,05-01-2023,16:49,130
643,283,05-01-2023,16:51,111
644,284,05-01-2023,16:58,125
645,284,05-01-2023,16:58,109
646,284,05-01-2023,16:58,111
647,285,05-01-2023,16:58,119
648,286,05-01-2023,17:01,117
649,286,05-01-2023,17:01,118
650,287,05-01-2023,17:30,117
651,287,05-01-2023,17:30,112
652,287,05-01-2023,17:30,113
653,287,05-01-2023,17:30,120
654,288,05-01-2023,17:32,115
655,288,05-01-2023,17:32,119
656,288,05-01-2023,17:32,123
657,289,05-01-2023,17:36,124
658,290,05-01-2023,17:41,108
659,290,05-01-2023,17:41,132
660,291,05-01-2023,17:44,101
661,291,05-01-2023,17:44,103
662,291,05-01-2023,17:44,125
663,292,05-01-2023,17:48,130
664,292,05-01-2023,17:48,131
665,293,05-01-2023,17:58,108
666,293,05-01-2023,17:58,127
667,294,05-01-2023,18:16,101
668,294,05-01-2023,18:16,117
669,294,05-01-2023,18:16,106
670,295,05-01-2023,18:20,102
671,296,05-01-2023,18:46,126
672,296,05-01-2023,18:46,110
673,296,05-01-2023,18:46,106
674,297,05-01-2023,19:02,105
675,298,05-01-2023,19:10,102
676,298,05-01-2023,19:10,102
677,298,05-01-2023,19:10,103
678,298,05-01-2023,19:10,108
679,299,05-01-2023,19:34,108
680,299,05-01-2023,19:34,131
681,300,05-01-2023,19:42,107
682,300,05-01-2023,19:42,110
683,300,05-01-2023,19:42,127
684,300,05-01-2023,19:42,123
685,301,05-01-2023,19:45,111
686,302,05-01-2023,19:57,118
687,303,05-01-2023,20:02,107
688,303,05-01-2023,20:02,110
689,303,05-01-2023,20:02,113
690,304,05-01-2023,20:07,109
691,304,05-01-2023,20:07,129
692,305,05-01-2023,20:35,113
693,305,05-01-2023,20:35,120
694,305,05-01-2023,20:35,122
695,306,05-01-2023,20:37,107
696,306,05-01-2023,20:37,109
697,306,05-01-2023,20:37,111
698,307,05-01-2023,21:45,108
699,307,05-01-2023,21:45,106
700,308,05-01-2023,21:59,109
701,308,05-01-2023,21:59,112
702,308,05-01-2023,21:59,106
703,309,06-01-2023,11:39,124
704,309,06-01-2023,11:39,118
705,310,06-01-2023,11:40,109
706,310,06-01-2023,11:40,106
707,311,06-01-2023,11:57,120
708,312,06-01-2023,12:05,107
709,312,06-01-2023,12:05,115
710,312,06-01-2023,12:05,103
711,312,06-01-2023,12:05,120
712,313,06-01-2023,12:09,108
713,314,06-01-2023,12:11,116
714,314,06-01-2023,12:11,124
715,314,06-01-2023,12:11,126
716,314,06-01-2023,12:11,109
717,314,06-01-2023,12:11,132
718,315,06-01-2023,12:17,108
719,316,06-01-2023,12:29,109
720,316,06-01-2023,12:29,117
721,317,06-01-2023,12:31,102
722,317,06-01-2023,12:31,108
723,317,06-01-2023,12:31,125
724,317,06-01-2023,12:31,109
725,317,06-01-2023,12:31,112
726,317,06-01-2023,12:31,119
727,317,06-01-2023,12:31,131
728,318,06-01-2023,12:45,110
729,318,06-01-2023,12:45,129
730,318,06-01-2023,12:45,121
731,318,06-01-2023,12:45,122
732,319,06-01-2023,12:46,117
733,320,06-01-2023,12:46,102
734,320,06-01-2023,12:46,104
735,321,06-01-2023,12:56,117
736,322,06-01-2023,13:02,102
737,322,06-01-2023,13:02,104
738,322,06-01-2023,13:02,108
739,322,06-01-2023,13:02,106
740,323,06-01-2023,13:05,108
741,324,06-01-2023,13:06,124
742,325,06-01-2023,13:07,108
743,325,06-01-2023,13:07,132
744,326,06-01-2023,13:10,102
745,326,06-01-2023,13:10,123
746,327,06-01-2023,13:10,108
747,328,06-01-2023,13:16,128
748,329,06-01-2023,13:22,122
749,329,06-01-2023,13:22,123
750,330,06-01-2023,13:27,107
751,330,06-01-2023,13:27,103
752,330,06-01-2023,13:27,108
753,330,06-01-2023,13:27,108
754,330,06-01-2023,13:27,124
755,330,06-01-2023,13:27,125
756,330,06-01-2023,13:27,109
757,330,06-01-2023,13:27,112
758,330,06-01-2023,13:27,118
759,330,06-01-2023,13:27,120
760,330,06-01-2023,13:27,122
761,330,06-01-2023,13:27,122
762,330,06-01-2023,13:27,131
763,330,06-01-2023,13:27,114
764,331,06-01-2023,13:43,119
765,332,06-01-2023,14:12,120
766,332,06-01-2023,14:12,105
767,332,06-01-2023,14:12,106
768,333,06-01-2023,14:16,103
769,334,06-01-2023,14:24,116
770,334,06-01-2023,14:24,113
771,334,06-01-2023,14:24,105
772,334,06-01-2023,14:24,106
773,335,06-01-2023,14:24,128
774,336,06-01-2023,14:51,119
775,337,06-01-2023,15:03,109
776,337,06-01-2023,15:03,113
777,338,06-01-2023,15:18,129
778,338,06-01-2023,15:18,106
779,338,06-01-2023,15:18,0
780,339,06-01-2023,15:25,122
781,340,06-01-2023,15:35,118
782,341,06-01-2023,15:35,101
783,341,06-01-2023,15:35,113
784,342,06-01-2023,15:44,120
785,342,06-01-2023,15:44,105
786,343,06-01-2023,15:45,124
787,343,06-01-2023,15:45,125
788,344,06-01-2023,16:01,110
789,345,06-01-2023,16:01,118
790,345,06-01-2023,16:01,131
791,346,06-01-2023,16:30,126
792,346,06-01-2023,16:30,109
793,346,06-01-2023,16:30,110
794,346,06-01-2023,16:30,111
795,347,06-01-2023,16:37,131
796,347,06-01-2023,16:37,106
797,347,06-01-2023,16:37,132
798,348,06-01-2023,16:49,108
799,348,06-01-2023,16:49,106
800,348,06-01-2023,16:49,106
801,349,06-01-2023,17:25,113
802,350,06-01-2023,17:37,108
803,350,06-01-2023,17:37,113
804,350,06-01-2023,17:37,122
805,351,06-01-2023,17:37,107
806,351,06-01-2023,17:37,109
807,352,06-01-2023,17:45,107
808,352,06-01-2023,17:45,110
809,353,06-01-2023,17:59,101
810,353,06-01-2023,17:59,102
811,353,06-01-2023,17:59,119
812,354,06-01-2023,18:01,126
813,354,06-01-2023,18:01,132
814,355,06-01-2023,18:14,103
815,355,06-01-2023,18:14,117
816,356,06-01-2023,18:16,103
817,357,06-01-2023,18:27,102
818,357,06-01-2023,18:27,105
819,357,06-01-2023,18:27,131
820,358,06-01-2023,18:30,117
